ID,Name,Description,Likelihood Of Attack,Typical Severity,Mitigations,Example Instances
424,Influence Perception of Consensus or Social Proof,"The adversary influences the target's actions by leveraging the inherent human nature to assume behavior of others is appropriate. In situations of uncertainty, people tend to behave in ways they see others behaving. The adversary convinces the target of adopting behavior or actions that is advantageous to the adversary.",Low,Low,"::An organization should provide regular, robust cybersecurity training to its employees to prevent social engineering attacks.::",
